unit,detector,target,status,phenotype,language,rule,count,unique_studies,unique_study_target_pairs,non_additivity_note
mention,v3_morphology,Contusion,uncertain,bone_contusion,english,contusion_en,42,32,32,Detector participation counts can overlap.
mention,v3_target,ACL,positive,abnormality,cyrillic_script,target_local_association,42,26,26,Detector participation counts can overlap.
mention,v2_collective,Lateral Meniscus,negative,abnormality_absent,dutch,both_menisci_negative_only,41,40,40,Detector participation counts can overlap.
mention,v2_collective,Medial Meniscus,negative,abnormality_absent,dutch,both_menisci_negative_only,41,40,40,Detector participation counts can overlap.
mention,v2_exact,ACL,positive,abnormality,cyrillic_script,<no_explicit_rule>,41,25,25,Detector participation counts can overlap.
mention,v2_exact,PF OA,positive,abnormality,english,<no_explicit_rule>,41,40,40,Detector participation counts can overlap.
mention,v2_exact,Medial Meniscus,negative,abnormality_absent,german,<no_explicit_rule>,40,40,40,Detector participation counts can overlap.
mention,v3_morphology,Synovitis,positive,synovitis,greek_script,synovitis_el,40,26,26,Detector participation counts can overlap.
mention,v2_exact,Fracture,negative,abnormality_absent,german,<no_explicit_rule>,39,39,39,Detector participation counts can overlap.
mention,v3_target,Lateral Meniscus,positive,abnormality,cyrillic_script,target_local_association,39,23,23,Detector participation counts can overlap.
mention,v3_target,Medial Meniscus,positive,abnormality,french,target_local_association,39,20,20,Detector participation counts can overlap.
mention,v3_target,PF OA,negative,normal_cartilage,german,compartment_normality,39,37,37,Detector participation counts can overlap.
mention,v2_exact,PF OA,positive,chondral_abnormality,german,<no_explicit_rule>,38,37,37,Detector participation counts can overlap.
mention,v2_collective,Lateral Meniscus,negative,abnormality_absent,dutch,both_menisci,37,36,36,Detector participation counts can overlap.
mention,v2_collective,Medial Meniscus,negative,abnormality_absent,dutch,both_menisci,37,36,36,Detector participation counts can overlap.
mention,v2_exact,Effusion,negative,abnormality_absent,greek_script,<no_explicit_rule>,37,36,36,Detector participation counts can overlap.
mention,v2_exact,Lateral OA,positive,abnormality,english,<no_explicit_rule>,37,35,35,Detector participation counts can overlap.
mention,v3_target,Lateral Meniscus,positive,abnormality,spanish,target_local_association,37,15,15,Detector participation counts can overlap.
mention,v2_collective,MCL,negative,abnormality_absent,spanish,collateral_ligaments,36,36,36,Detector participation counts can overlap.
mention,v2_exact,Lateral Meniscus,negative,abnormality_absent,greek_script,<no_explicit_rule>,36,35,35,Detector participation counts can overlap.
mention,v2_exact,Medial OA,positive,abnormality,spanish,<no_explicit_rule>,36,18,18,Detector participation counts can overlap.
mention,v3_target,Medial Meniscus,positive,degeneration,german,target_local_association,36,36,36,Detector participation counts can overlap.
mention,v2_exact,MCL,negative,abnormality_absent,french,<no_explicit_rule>,35,35,35,Detector participation counts can overlap.
mention,v2_collective,Lateral Meniscus,negative,abnormality_absent,greek_script,both_menisci,34,33,33,Detector participation counts can overlap.
mention,v2_collective,Medial Meniscus,negative,abnormality_absent,greek_script,both_menisci,34,33,33,Detector participation counts can overlap.
mention,v2_exact,Medial OA,positive,abnormality,english,<no_explicit_rule>,34,33,33,Detector participation counts can overlap.
mention,v3_morphology,Fracture,positive,fracture,cyrillic_script,fracture_cyr,34,12,12,Detector participation counts can overlap.
mention,v3_target,ACL,negative,abnormality_absent,spanish,target_local_association,34,18,18,Detector participation counts can overlap.
mention,v3_target,Lateral OA,positive,chondral_abnormality,greek_script,compartment_scope,34,28,28,Detector participation counts can overlap.
mention,v2_exact,Synovitis,positive,abnormality,greek_script,<no_explicit_rule>,33,26,26,Detector participation counts can overlap.
mention,v3_morphology,Contusion,positive,bone_contusion,turkish,contusion_tr,33,27,27,Detector participation counts can overlap.
mention,v3_target,Lateral Meniscus,positive,tear,greek_script,target_local_association,33,30,30,Detector participation counts can overlap.
mention,v2_exact,Medial Meniscus,positive,abnormality,french,<no_explicit_rule>,32,20,20,Detector participation counts can overlap.
mention,v3_target,Lateral Meniscus,negative,normal_structure,french,target_local_normality,32,32,32,Detector participation counts can overlap.
mention,v3_target,MCL,uncertain,abnormality,english,target_local_association,32,24,24,Detector participation counts can overlap.
mention,v2_exact,Baker's,positive,abnormality,french,<no_explicit_rule>,31,23,23,Detector participation counts can overlap.
mention,v2_exact,Lateral Meniscus,positive,abnormality,cyrillic_script,<no_explicit_rule>,31,19,19,Detector participation counts can overlap.
mention,v2_exact,Medial Meniscus,positive,degeneration,cyrillic_script,<no_explicit_rule>,31,28,28,Detector participation counts can overlap.
mention,v2_exact,Medial OA,positive,degeneration,turkish,<no_explicit_rule>,31,31,31,Detector participation counts can overlap.
mention,v3_target,Lateral OA,positive,chondral_abnormality,south_slavic,compartment_scope,31,31,31,Detector participation counts can overlap.
mention,v2_exact,Medial Meniscus,negative,abnormality_absent,cyrillic_script,<no_explicit_rule>,30,30,30,Detector participation counts can overlap.
mention,v3_morphology,Contusion,positive,bone_contusion,cyrillic_script,contusion_cyr,30,19,19,Detector participation counts can overlap.
mention,v3_target,ACL,uncertain,tear,english,target_local_association,30,20,20,Detector participation counts can overlap.
mention,v3_target,Medial Meniscus,positive,abnormality,spanish,target_local_association,30,19,19,Detector participation counts can overlap.
mention,v3_target,Medial OA,positive,chondral_abnormality,turkish,compartment_scope,30,28,28,Detector participation counts can overlap.
mention,v3_target,PF OA,positive,chondral_abnormality,french,compartment_scope,30,18,18,Detector participation counts can overlap.
mention,v2_exact,ACL,negative,abnormality_absent,french,<no_explicit_rule>,29,28,28,Detector participation counts can overlap.
mention,v2_exact,Contusion,positive,abnormality,german,<no_explicit_rule>,29,26,26,Detector participation counts can overlap.
mention,v2_exact,Fracture,negative,abnormality_absent,french,<no_explicit_rule>,29,28,28,Detector participation counts can overlap.
mention,v2_exact,PF OA,positive,degeneration,turkish,<no_explicit_rule>,29,29,29,Detector participation counts can overlap.
mention,v3_target,ACL,uncertain,abnormality,english,target_local_association,29,24,24,Detector participation counts can overlap.
mention,v3_target,MCL,negative,abnormality_absent,south_slavic,target_local_association,29,29,29,Detector participation counts can overlap.
mention,v3_target,Medial Meniscus,positive,extrusion,english,target_local_association,29,25,25,Detector participation counts can overlap.
mention,v2_exact,Medial Meniscus,negative,abnormality_absent,french,<no_explicit_rule>,28,24,24,Detector participation counts can overlap.
mention,v2_exact,Medial Meniscus,positive,tear,cyrillic_script,<no_explicit_rule>,28,24,24,Detector participation counts can overlap.
mention,v2_exact,PF OA,positive,chondral_abnormality,turkish,<no_explicit_rule>,28,28,28,Detector participation counts can overlap.
mention,v3_target,Medial Meniscus,positive,tear,cyrillic_script,target_local_association,28,23,23,Detector participation counts can overlap.
mention,v2_exact,ACL,negative,abnormality_absent,spanish,<no_explicit_rule>,27,22,22,Detector participation counts can overlap.
mention,v2_exact,Contusion,positive,abnormality,greek_script,<no_explicit_rule>,27,27,27,Detector participation counts can overlap.
mention,v2_exact,Fracture,positive,avulsion,english,<no_explicit_rule>,27,18,18,Detector participation counts can overlap.
mention,v2_exact,Lateral Meniscus,positive,abnormality,spanish,<no_explicit_rule>,27,15,15,Detector participation counts can overlap.
mention,v2_exact,Medial Meniscus,positive,extrusion,english,<no_explicit_rule>,27,24,24,Detector participation counts can overlap.
mention,v3_target,Medial Meniscus,uncertain,tear,south_slavic,target_local_association,27,27,27,Detector participation counts can overlap.
mention,v2_exact,Lateral OA,positive,degeneration,turkish,<no_explicit_rule>,26,26,26,Detector participation counts can overlap.
mention,v2_exact,Medial Meniscus,negative,abnormality_absent,dutch,<no_explicit_rule>,26,26,26,Detector participation counts can overlap.
mention,v2_exact,Medial Meniscus,positive,abnormality,spanish,<no_explicit_rule>,26,18,18,Detector participation counts can overlap.
mention,v3_target,ACL,uncertain,tear,south_slavic,target_local_association,26,26,26,Detector participation counts can overlap.
mention,v3_target,Lateral OA,negative,chondral_abnormality_absent,dutch,compartment_scope,26,26,26,Detector participation counts can overlap.
mention,v3_target,MCL,positive,sprain,spanish,target_local_association,26,15,15,Detector participation counts can overlap.
mention,v2_collective,Lateral Meniscus,positive,tear,spanish,both_menisci,25,13,13,Detector participation counts can overlap.
mention,v2_exact,Contusion,positive,fracture,english,<no_explicit_rule>,25,21,21,Detector participation counts can overlap.
mention,v3_target,Medial Meniscus,negative,normal_structure,cyrillic_script,target_local_normality,25,25,25,Detector participation counts can overlap.
mention,v3_target,Medial OA,positive,chondral_abnormality,german,compartment_scope,25,24,24,Detector participation counts can overlap.
mention,v3_target,PF OA,negative,chondral_abnormality_absent,german,compartment_scope,25,25,25,Detector participation counts can overlap.
mention,v2_exact,Effusion,negative,abnormality_absent,dutch,<no_explicit_rule>,24,23,23,Detector participation counts can overlap.
mention,v2_exact,PF OA,positive,chondral_abnormality,dutch,<no_explicit_rule>,24,21,21,Detector participation counts can overlap.
mention,v3_morphology,Fracture,positive,fracture,turkish,fracture_tr,24,16,16,Detector participation counts can overlap.
mention,v3_target,MCL,negative,abnormality_absent,english,target_local_association,24,23,23,Detector participation counts can overlap.
mention,v3_target,MCL,positive,tear,south_slavic,target_local_association,24,22,22,Detector participation counts can overlap.
mention,v3_target,Medial Meniscus,positive,abnormality,english,target_local_association,24,18,18,Detector participation counts can overlap.
mention,v2_exact,Baker's,positive,tear,spanish,<no_explicit_rule>,23,16,16,Detector participation counts can overlap.
mention,v2_exact,Medial Meniscus,positive,abnormality,english,<no_explicit_rule>,23,17,17,Detector participation counts can overlap.
mention,v3_morphology,Effusion,uncertain,joint_effusion,english,effusion_en_plural,23,19,19,Detector participation counts can overlap.
mention,v3_target,ACL,positive,abnormality,french,target_local_association,23,10,10,Detector participation counts can overlap.
mention,v3_target,Medial Meniscus,negative,normal_structure,dutch,target_local_normality,23,23,23,Detector participation counts can overlap.
